KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
534045441,3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,34,0,34,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,36,11
534045442,11,2,0,1,1,9,0,0,0,5,0,0,0,2,0,0,2,0,0,170,20,0,15,5,150,0,0,0,28,0,0,0,10,0,0,112,0,0,71,99
534045443,7,3,0,2,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,35,8,0,5,3,27,0,0,0,6,0,0,0,0,0,0,21,0,0,19,16
534045444,15,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,13,0,0,383,0,0,0,0,383,0,0,0,6,0,0,0,9,0,0,368,0,0,115,268
534045451,20,4,0,2,2,16,0,0,0,0,0,0,0,12,3,0,1,0,0,83,30,0,15,15,53,0,0,0,0,0,0,0,45,5,0,3,0,0,40,43
534045452,4,3,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34,33,0,24,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,12
534045453,10,1,0,0,1,9,0,0,2,0,0,0,0,4,1,0,2,0,0,124,7,0,0,7,117,0,0,13,0,0,0,0,26,1,0,77,0,0,51,73
534045454,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,9,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,18,15,12
534045461,10,3,0,2,1,7,0,0,0,2,0,1,0,1,0,0,1,0,2,28,13,0,9,4,15,0,0,0,7,0,3,0,1,0,0,1,0,3,19,9
534045462,7,1,0,0,1,6,0,0,0,1,0,0,0,4,0,0,1,0,0,79,16,0,0,16,63,0,0,0,1,0,0,0,19,0,0,43,0,0,22,57
534045463,9,2,0,2,0,7,0,1,0,3,0,0,0,2,0,0,1,0,0,28,6,0,6,0,22,0,5,0,5,0,0,0,5,0,0,7,0,0,14,14
534045464,25,5,0,4,1,20,0,0,1,11,0,0,1,2,3,1,1,0,0,123,14,0,11,3,109,0,0,6,66,0,0,3,8,5,3,18,0,0,57,66
534045471,23,5,0,3,2,18,0,0,0,8,2,0,0,2,2,1,0,0,3,100,20,0,13,7,80,0,0,0,40,12,0,0,10,2,7,0,0,9,51,49
534045472,34,14,0,12,2,20,0,0,0,10,0,0,0,1,4,1,3,0,1,110,44,0,34,10,66,0,0,0,29,0,0,0,2,19,1,14,0,1,60,50
534045473,13,6,0,3,3,6,0,0,0,2,0,1,0,0,1,0,1,0,1,62,34,0,7,27,12,0,0,0,2,0,1,0,0,1,0,6,0,2,27,35
534045474,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0,0,0,2,0,0,0,2,4
534045481,7,2,0,2,0,5,0,0,0,2,0,0,0,0,1,0,2,0,0,68,2,0,2,0,66,0,0,0,19,0,0,0,0,2,0,45,0,0,20,48
534045482,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3
534045483,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
534045493,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
534045494,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
534045501,11,5,0,3,2,6,0,0,0,0,0,0,1,1,2,0,1,0,1,84,67,0,61,6,17,0,0,0,0,0,0,1,9,2,0,1,0,4,69,15
534045502,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
534045503,10,4,0,3,1,6,0,0,1,2,0,0,1,1,0,0,0,0,1,48,13,0,12,1,35,0,0,12,17,0,0,1,3,0,0,0,0,2,39,9
534045504,11,3,0,2,1,8,0,0,0,2,0,0,0,6,0,0,0,0,0,59,9,0,7,2,50,0,0,0,21,0,0,0,29,0,0,0,0,0,22,37
534045512,6,1,0,0,1,5,0,0,0,4,0,0,0,0,0,1,0,0,0,15,3,0,0,3,12,0,0,0,11,0,0,0,0,0,1,0,0,0,5,10
534045513,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
534045514,11,1,0,1,0,10,0,0,0,3,0,0,0,2,3,0,1,0,1,82,2,0,2,0,80,0,0,0,59,0,0,0,10,4,0,5,0,2,40,42
534045521,9,0,0,0,0,9,0,0,1,2,0,0,0,3,2,0,1,0,0,55,0,0,0,0,55,0,0,31,4,0,0,0,9,4,0,7,0,0,33,22
534045522,6,4,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,61,57,0,3,54,4,0,0,0,0,0,4,0,0,0,0,0,0,0,19,42
534045523,25,5,0,4,1,20,0,0,0,9,0,1,0,2,4,1,2,0,1,97,26,0,21,5,71,0,0,0,36,0,3,0,4,11,3,12,0,2,50,47
534045524,25,6,0,4,2,19,0,0,0,4,0,1,0,6,5,1,2,0,0,56,12,0,8,4,44,0,0,0,13,0,1,0,11,11,2,6,0,0,19,37
534045531,7,0,0,0,0,6,0,0,0,0,0,1,1,0,2,0,1,0,1,25,0,0,0,0,13,0,0,0,0,0,1,1,0,3,0,1,0,7,20,5
534045532,3,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,15,9,0,9,0,6,0,0,0,4,0,0,0,0,2,0,0,0,0,9,6
534045533,13,2,0,2,0,11,0,0,0,3,0,0,0,4,2,0,2,0,0,108,2,0,2,0,106,0,0,0,15,0,0,0,18,3,0,70,0,0,34,74
534045534,10,4,0,4,0,6,0,0,0,0,0,1,0,3,0,1,1,0,0,30,15,0,15,0,15,0,0,0,0,0,1,0,5,0,2,7,0,0,16,14
534045541,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0
534045542,5,3,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,77,66,0,0,66,11,0,0,0,6,0,0,0,5,0,0,0,0,0,56,18
534045543,8,1,0,0,1,7,0,0,1,1,0,0,0,2,2,0,0,0,1,22,1,0,0,1,21,0,0,7,5,0,0,0,4,3,0,0,0,2,15,7
534045544,14,7,0,4,3,7,0,0,0,2,1,1,0,1,0,0,0,0,2,89,54,0,21,33,35,0,0,0,11,4,3,0,3,0,0,0,0,14,56,33
534045551,12,4,0,2,2,8,0,0,0,3,0,0,0,4,1,0,0,0,0,43,14,0,4,10,29,0,0,0,21,0,0,0,7,1,0,0,0,0,31,12
534045552,13,3,0,3,0,10,0,0,0,1,0,0,0,1,3,0,2,1,2,32,8,0,8,0,24,0,0,0,2,0,0,0,1,4,0,8,4,5,13,19
534045553,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
534045554,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
534045561,8,4,0,4,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,20,12,0,12,0,8,0,0,0,4,0,0,0,0,3,0,0,0,1,14,6
534045562,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
534045563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
534045564,9,1,0,0,1,8,0,0,0,4,0,1,0,0,0,0,0,0,3,41,6,0,0,6,35,0,0,0,12,0,1,0,0,0,0,0,0,22,16,25
534045571,8,1,0,1,0,7,0,0,0,2,0,0,0,2,0,0,2,1,0,143,1,0,1,0,142,0,0,0,34,0,0,0,26,0,0,65,17,0,52,91
534045572,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
534045574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
534045583,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2
534045591,3,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,6,3
534045592,16,6,0,5,1,10,0,0,0,3,0,0,0,1,2,0,2,1,1,56,33,0,17,16,23,0,0,0,4,0,0,0,3,2,0,3,10,1,29,27
534045601,21,3,0,3,0,18,0,0,1,6,0,2,0,6,2,0,0,0,1,120,35,0,35,0,85,0,0,19,23,0,4,0,30,3,0,0,0,6,71,49
534045602,16,4,0,4,0,11,0,0,1,2,0,0,0,2,3,0,2,0,1,85,21,0,21,0,49,0,0,2,6,0,0,0,9,11,0,19,0,2,37,46
534045603,25,2,0,1,1,23,0,0,0,15,0,1,0,3,3,0,0,0,1,213,10,0,4,6,203,0,0,0,163,0,4,0,21,14,0,0,0,1,92,121
534045604,27,4,0,3,1,23,0,0,0,10,1,2,0,3,4,1,0,0,2,167,26,0,18,8,141,0,0,0,55,1,3,0,56,9,13,0,0,4,103,64
534045611,31,5,0,5,0,26,0,0,1,7,1,2,2,6,4,1,2,0,0,103,27,0,27,0,76,0,0,13,21,6,3,4,13,4,4,8,0,0,65,38
534045612,73,9,0,8,1,64,0,0,0,20,3,3,7,7,7,3,6,3,5,618,40,0,37,3,578,0,0,0,164,47,7,48,24,8,14,43,189,34,320,298
534045613,42,5,0,4,1,37,0,0,0,14,2,2,0,9,5,0,5,0,0,396,28,0,19,9,368,0,0,0,154,11,4,0,149,34,0,16,0,0,215,181
534045614,62,4,0,1,3,58,0,0,0,21,0,3,2,16,6,3,4,0,3,457,8,0,2,6,449,0,0,0,234,0,9,9,86,38,9,53,0,11,240,217
534045621,159,10,0,5,5,149,0,0,0,78,5,9,5,17,15,8,11,0,1,801,40,0,26,14,761,0,0,0,296,81,21,22,46,42,49,195,0,9,323,478
534045622,63,7,0,5,2,56,0,0,0,17,0,4,5,10,7,1,9,1,2,2254,19,0,14,5,2235,0,0,0,124,0,4,23,34,27,1,2012,5,5,115,200
534045623,94,10,0,6,4,84,0,0,3,30,3,9,3,14,5,8,5,0,4,534,140,0,114,26,394,0,0,45,142,32,19,14,55,12,45,21,0,9,297,237
534045624,93,12,0,7,5,81,0,0,0,41,1,4,0,9,13,5,7,0,1,456,52,0,27,25,404,0,0,0,266,4,14,0,38,49,7,23,0,3,174,282
534045631,23,2,0,2,0,20,0,0,0,6,0,1,0,3,4,2,3,0,1,302,2,0,2,0,285,0,0,0,86,0,1,0,83,32,21,18,0,44,50,252
534045632,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3
534045633,11,4,0,3,1,7,0,0,1,1,0,3,0,0,0,0,1,0,1,42,15,0,12,3,27,0,0,6,5,0,3,0,0,0,0,11,0,2,30,12
534045634,14,6,0,6,0,8,0,0,0,2,0,0,1,3,2,0,0,0,0,58,33,0,33,0,25,0,0,0,9,0,0,3,10,3,0,0,0,0,38,20
534045641,14,2,0,0,2,12,0,0,0,7,0,0,0,3,1,0,0,0,1,129,21,0,0,21,108,0,0,0,69,0,0,0,16,1,0,0,0,22,67,62
534045642,10,2,0,1,1,8,0,0,0,3,0,0,1,0,3,0,0,0,1,99,11,0,7,4,88,0,0,0,10,0,0,6,0,66,0,0,0,6,50,49
534045643,9,2,0,2,0,7,0,0,0,2,1,0,0,2,1,0,0,0,1,77,8,0,8,0,69,0,0,0,7,49,0,0,4,2,0,0,0,7,61,16
534045644,37,10,0,8,2,27,0,0,0,10,0,4,0,2,6,0,2,0,3,444,139,0,99,40,305,0,0,0,177,0,27,0,14,50,0,11,0,26,201,243
534045652,6,2,0,2,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,32,11,0,11,0,21,0,0,0,14,0,0,0,7,0,0,0,0,0,21,11
534045653,18,6,0,5,1,12,0,0,0,4,0,1,1,2,1,2,1,0,0,83,16,0,12,4,67,0,0,0,21,0,1,2,2,2,30,9,0,0,51,32
534045654,12,7,0,4,3,5,0,0,1,2,0,1,0,0,0,0,0,0,1,113,95,0,41,54,18,0,0,7,5,0,3,0,0,0,0,0,0,3,76,34
534045661,8,0,0,0,0,8,0,0,0,2,0,1,0,2,0,0,3,0,0,143,0,0,0,0,143,0,0,0,6,0,8,0,11,0,0,118,0,0,21,122
534045663,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
534045673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
534045674,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534045684,4,1,0,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,26,2,0,2,0,24,0,0,19,1,0,0,0,0,0,4,0,0,0,18,8
534045701,10,2,0,2,0,7,0,0,0,1,0,1,1,0,2,0,0,0,2,17,6,0,6,0,9,0,0,0,2,0,1,1,0,3,0,0,0,2,9,8
534045702,5,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,45,4,0,4,0,16,0,0,14,0,0,2,0,0,0,0,0,0,0,24,21
534045711,6,4,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,49,41,0,41,0,8,0,0,0,0,0,0,0,2,0,0,0,0,6,34,15
534045712,22,4,0,2,2,17,0,0,0,6,0,2,0,3,4,1,0,0,1,95,14,0,6,8,77,0,0,0,33,0,6,0,25,10,1,0,0,2,51,44
534045713,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
534045714,23,2,0,1,1,20,0,0,0,6,0,1,1,4,3,3,1,0,1,135,9,0,3,6,111,0,0,0,32,0,5,1,19,7,29,12,0,6,70,65
534045721,47,5,0,4,1,42,0,1,1,19,1,1,1,9,5,1,1,0,2,427,11,0,9,2,416,0,3,14,135,35,2,5,139,13,4,1,0,65,197,230
534045722,80,3,0,3,0,76,0,0,0,31,1,4,1,21,13,1,1,0,3,740,16,0,16,0,711,0,0,0,284,19,23,7,201,102,1,3,0,71,309,431
534045723,6,1,0,0,1,5,0,0,1,1,0,1,0,0,1,0,1,0,0,28,11,0,0,11,17,0,0,7,2,0,2,0,0,2,0,4,0,0,16,12
534045724,12,0,0,0,0,12,0,0,0,4,0,0,0,1,0,0,4,0,3,77,0,0,0,0,77,0,0,0,46,0,0,0,4,0,0,21,0,6,30,47
534045731,27,0,0,0,0,27,0,0,0,9,1,4,0,4,1,0,4,0,4,239,0,0,0,0,239,0,0,0,26,38,39,0,13,44,0,47,0,32,94,145
534045732,10,1,0,0,1,9,0,0,0,0,0,0,0,3,0,0,6,0,0,363,6,0,0,6,357,0,0,0,0,0,0,0,5,0,0,352,0,0,58,299
534045733,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6
534045734,7,1,0,0,1,5,0,0,0,3,0,0,0,1,1,0,0,0,0,35,5,0,0,5,10,0,0,0,7,0,0,0,1,2,0,0,0,0,16,19
534045741,12,2,0,2,0,10,0,0,0,2,0,0,2,2,2,0,2,0,0,48,7,0,7,0,41,0,0,0,6,0,0,3,13,2,0,17,0,0,18,30
534045742,53,4,0,3,1,49,0,0,2,26,2,1,1,0,9,1,5,1,1,301,40,0,19,21,261,0,0,31,139,14,1,2,0,23,3,36,8,4,153,148
534045743,12,3,0,1,2,9,0,0,0,1,0,1,0,0,2,3,1,0,1,41,15,0,4,11,26,0,0,0,4,0,2,0,0,2,16,1,0,1,19,22
534045744,18,4,0,4,0,14,0,0,1,5,1,1,0,1,1,3,1,0,0,49,7,0,7,0,42,0,0,2,9,12,4,0,5,1,7,2,0,0,22,27
534045751,19,5,0,4,1,14,0,0,0,2,0,0,1,3,3,2,2,0,1,107,32,0,31,1,75,0,0,0,8,0,0,6,12,5,2,4,0,38,78,29
534045752,5,1,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,1,13,8,0,0,8,5,0,0,2,2,0,0,0,0,0,0,0,0,1,3,2
534045753,21,1,0,1,0,20,0,0,1,6,0,1,0,4,2,1,2,1,2,157,26,0,26,0,131,0,0,13,56,0,2,0,26,2,3,6,17,6,64,93
534045754,3,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,12,0,0,12,14,0,0,0,14,0,0,0,0,0,0,0,0,0,14,12
534045761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
534045771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
534045772,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,28,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,11,25,3
534045773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
534045774,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
534045783,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,6,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,24,25,6
534045793,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,6
534045803,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
534045804,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33,9,0,0,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,14,19
534045811,30,4,0,3,1,25,0,0,0,2,0,2,0,16,3,1,1,0,0,99,27,0,21,6,71,0,0,0,4,0,3,0,33,9,4,18,0,0,38,61
534045812,27,6,0,3,3,20,0,0,1,4,1,2,0,8,0,0,2,0,2,195,11,0,4,7,86,0,0,5,54,1,3,0,15,0,0,2,0,6,79,116
534045813,30,5,0,5,0,25,0,0,0,3,0,1,0,11,3,1,1,1,4,147,18,0,18,0,129,0,0,0,18,0,2,0,35,10,2,2,15,45,73,74
534045814,8,0,0,0,0,8,0,0,1,1,0,0,0,4,2,0,0,0,0,40,0,0,0,0,40,0,0,5,18,0,0,0,14,3,0,0,0,0,9,31
534045821,9,2,0,1,1,7,0,0,0,1,0,0,0,1,2,1,1,0,1,50,26,0,8,18,24,0,0,0,2,0,0,0,2,4,1,12,0,3,24,26
534045822,9,2,0,1,1,6,0,0,1,1,0,0,0,1,0,0,1,0,2,93,36,0,7,29,47,0,0,2,8,0,0,0,2,0,0,28,0,7,50,43
534045823,7,4,0,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,54,27,0,5,22,23,0,0,20,0,0,0,0,0,3,0,0,0,0,42,12
534045824,9,3,0,1,2,6,0,0,0,1,0,0,1,2,0,0,2,0,0,40,6,0,1,5,34,0,0,0,5,0,0,2,5,0,0,22,0,0,11,29
534045831,4,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,9,3,0,3,0,6,0,0,0,4,0,0,0,0,0,0,2,0,0,7,2
534045832,7,0,0,0,0,7,0,0,0,1,0,1,0,0,3,0,1,0,1,45,0,0,0,0,45,0,0,0,1,0,3,0,0,4,0,35,0,2,38,7
534045833,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
534045841,10,5,0,4,1,4,0,0,0,1,0,0,0,2,0,0,0,0,1,54,23,0,21,2,22,0,0,0,4,0,0,0,11,0,0,0,0,7,41,13
534045842,11,4,0,2,2,5,0,0,0,2,0,0,0,0,0,1,2,0,0,55,20,0,9,11,8,0,0,0,3,0,0,0,0,0,2,3,0,0,32,23
534045851,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,2,25
534045852,14,3,0,3,0,11,0,0,0,4,0,1,1,2,1,0,1,0,1,49,5,0,5,0,44,0,0,0,27,0,1,1,4,1,0,6,0,4,23,26
534045854,4,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,21,1,0,1,0,20,0,0,19,0,0,0,0,0,0,0,0,0,1,19,2
534045861,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,2,20
534045863,9,2,0,1,1,6,0,1,0,3,0,0,0,0,2,0,0,0,0,97,20,0,13,7,24,0,1,0,19,0,0,0,0,4,0,0,0,0,61,36
534045864,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
534045873,8,5,0,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,27,22,0,7,15,5,0,0,0,5,0,0,0,0,0,0,0,0,0,14,13
534045881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
534045883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
534045891,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,28,0,0,0,0,28,0,0,0,11,0,0,0,0,0,0,17,0,0,12,16
534045901,7,1,0,0,1,6,0,0,0,2,0,0,0,2,1,0,0,0,1,45,3,0,0,3,42,0,0,0,20,0,0,0,5,4,0,0,0,13,25,20
534045902,13,1,0,1,0,12,0,0,1,5,0,0,0,2,1,0,2,0,1,111,5,0,5,0,106,0,0,19,44,0,0,0,21,5,0,16,0,1,51,60
534045903,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3
534045904,12,2,0,1,1,9,0,0,0,4,0,0,0,1,1,0,1,1,1,101,4,0,1,3,50,0,0,0,25,0,0,0,3,3,0,8,5,6,69,32
534045911,13,5,0,2,3,8,0,0,0,5,1,0,0,0,0,1,0,0,1,79,18,0,8,10,61,0,0,0,52,7,0,0,0,0,1,0,0,1,39,40
534045912,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8
534045913,5,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,1,47,0,0,0,0,30,0,0,0,16,0,0,11,0,0,0,0,0,3,14,33
534045914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
534045921,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
534045931,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
534045952,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
534045953,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
534045961,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
534045962,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
534045963,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
534045971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
534045973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
534045982,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
534045984,5,2,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,28,4,0,1,3,24,0,0,0,1,0,0,0,10,0,0,0,0,13,14,14
534045991,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
534045992,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,71,6,0,6,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,35,36
534045993,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
534046374,7,3,0,1,2,4,0,0,0,1,0,0,0,3,0,0,0,0,0,16,7,0,4,3,9,0,0,0,2,0,0,0,7,0,0,0,0,0,8,8
534046382,4,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,0,2,0,2,0,0,0,0,4,3
534046383,47,7,0,2,5,39,0,0,0,20,0,0,0,7,9,0,1,2,0,182,32,0,11,21,103,0,0,0,43,0,0,0,20,18,0,11,11,0,118,64
534046384,41,3,0,2,1,37,0,0,1,18,1,1,0,4,4,0,6,0,2,207,30,0,12,18,134,0,0,1,62,10,1,0,14,5,0,40,0,1,113,94
534046391,4,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
534046402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
